Distance L-deH,Bulk Modulus L-deH,Distance LH,Bulk Modulus LH,Distance L-deM,Bulk Modulus L-deM,Distance LM,Bulk Modulus LM,Distance de-LMH,Bulk Modulus de-LMH,Distance LMH,Bulk Modulus LMH
335.4,93070,361.75,1.6325e+05,374.74,1.3236e+05,367.53,1.4539e+05,442.83,43586,470.48,88476
334.64,94226,360.71,1.6688e+05,373.82,1.3403e+05,367,1.4774e+05,441.94,43978,469.37,89190
333.89,95396,359.69,1.7061e+05,372.9,1.3572e+05,366.48,1.5013e+05,441.05,44373,468.24,89918
333.14,96579,358.67,1.7444e+05,371.98,1.3744e+05,365.95,1.5257e+05,440.16,44773,467.12,90663
332.38,97776,357.67,1.7837e+05,371.06,1.3919e+05,365.43,1.5504e+05,439.27,45176,465.99,91424
331.63,98988,356.67,1.824e+05,370.14,1.4097e+05,364.91,1.5756e+05,438.38,45584,464.86,92200
330.88,1.0021e+05,355.68,1.8654e+05,369.22,1.4278e+05,364.39,1.6011e+05,437.48,45997,463.72,92994
330.13,1.0145e+05,354.71,1.9079e+05,368.31,1.4461e+05,363.88,1.6272e+05,436.59,46413,462.58,93804
329.38,1.0271e+05,353.74,1.9516e+05,367.39,1.4648e+05,363.36,1.6536e+05,435.69,46834,461.44,94631
328.63,1.0398e+05,352.78,1.9965e+05,366.47,1.4838e+05,362.85,1.6806e+05,434.8,47260,460.3,95475
327.88,1.0526e+05,351.83,2.0426e+05,365.55,1.5031e+05,362.34,1.7079e+05,433.9,47689,459.15,96337
327.13,1.0656e+05,350.9,2.09e+05,364.64,1.5227e+05,361.83,1.7358e+05,433,48124,458,97217
326.38,1.0788e+05,349.97,2.1386e+05,363.72,1.5426e+05,361.32,1.7641e+05,432.1,48563,456.85,98114
325.63,1.0921e+05,349.05,2.1887e+05,362.81,1.5629e+05,360.82,1.7929e+05,431.2,49006,455.69,99030
324.88,1.1055e+05,348.13,2.2401e+05,361.9,1.5835e+05,360.32,1.8222e+05,430.3,49455,454.54,99965
324.14,1.1191e+05,347.23,2.293e+05,360.98,1.6044e+05,359.81,1.852e+05,429.4,49908,453.38,1.0092e+05
323.39,1.1329e+05,346.34,2.3473e+05,360.07,1.6257e+05,359.32,1.8823e+05,428.5,50365,452.22,1.0189e+05
322.64,1.1468e+05,345.46,2.4032e+05,359.16,1.6474e+05,358.82,1.9131e+05,427.6,50828,451.06,1.0288e+05
321.9,1.1609e+05,344.58,2.4607e+05,358.25,1.6694e+05,358.32,1.9444e+05,426.7,51295,449.89,1.039e+05
321.15,1.1752e+05,343.72,2.5199e+05,357.34,1.6919e+05,357.83,1.9763e+05,425.79,51768,448.73,1.0493e+05
320.41,1.1896e+05,342.86,2.5808e+05,356.43,1.7146e+05,357.34,2.0088e+05,424.89,52245,447.56,1.0598e+05
319.67,1.2042e+05,342.02,2.6434e+05,355.52,1.7378e+05,356.85,2.0418e+05,423.99,52728,446.39,1.0706e+05
318.92,1.2189e+05,341.18,2.7078e+05,354.62,1.7614e+05,356.36,2.0753e+05,423.08,53215,445.22,1.0816e+05
318.18,1.2339e+05,340.35,2.7742e+05,353.71,1.7854e+05,355.87,2.1095e+05,422.18,53708,444.05,1.0928e+05
317.44,1.249e+05,339.54,2.8425e+05,352.81,1.8098e+05,355.39,2.1442e+05,421.27,54206,442.88,1.1042e+05
316.69,1.2642e+05,338.73,2.9129e+05,351.91,1.8346e+05,354.91,2.1795e+05,420.36,54710,441.7,1.1158e+05
315.95,1.2797e+05,337.93,2.9854e+05,351.01,1.8599e+05,354.43,2.2155e+05,419.45,55218,440.53,1.1277e+05
315.21,1.2953e+05,337.14,3.06e+05,350.11,1.8856e+05,353.95,2.252e+05,418.55,55732,439.36,1.1398e+05
314.47,1.3111e+05,336.35,3.1369e+05,349.21,1.9117e+05,353.47,2.2892e+05,417.64,56252,438.18,1.1522e+05
313.73,1.3271e+05,335.58,3.2162e+05,348.31,1.9383e+05,353,2.327e+05,416.73,56777,437.01,1.1648e+05
312.99,1.3433e+05,334.82,3.2979e+05,347.41,1.9654e+05,352.52,2.3655e+05,415.82,57308,435.83,1.1776e+05
312.25,1.3597e+05,334.06,3.3822e+05,346.52,1.9929e+05,352.05,2.4047e+05,414.91,57844,434.66,1.1908e+05
311.51,1.3762e+05,333.32,3.469e+05,345.63,2.021e+05,351.58,2.4445e+05,414,58386,433.48,1.2041e+05
310.77,1.393e+05,332.58,3.5586e+05,344.74,2.0495e+05,351.11,2.4851e+05,413.09,58934,432.31,1.2178e+05
310.04,1.4099e+05,331.85,3.651e+05,343.85,2.0786e+05,350.65,2.5263e+05,412.18,59488,431.13,1.2317e+05
309.3,1.427e+05,331.13,3.7464e+05,342.96,2.1082e+05,350.18,2.5682e+05,411.27,60048,429.96,1.246e+05
308.56,1.4443e+05,330.42,3.8448e+05,342.07,2.1383e+05,349.72,2.6109e+05,410.36,60613,428.79,1.2605e+05
307.83,1.4619e+05,329.72,3.9464e+05,341.19,2.169e+05,349.26,2.6544e+05,409.45,61185,427.61,1.2753e+05
307.09,1.4796e+05,329.03,4.0509e+05,340.31,2.2002e+05,348.8,2.6985e+05,408.53,61763,426.44,1.2904e+05
306.35,1.4975e+05,328.34,4.158e+05,339.43,2.232e+05,348.35,2.7435e+05,407.62,62347,425.27,1.3059e+05
305.62,1.5156e+05,327.67,4.2679e+05,338.55,2.2644e+05,347.89,2.7893e+05,406.71,62938,424.1,1.3216e+05
304.88,1.534e+05,327,4.3805e+05,337.67,2.2973e+05,347.44,2.8358e+05,405.8,63535,422.93,1.3377e+05
304.15,1.5525e+05,326.34,4.4959e+05,336.8,2.3309e+05,346.99,2.8832e+05,404.88,64138,421.76,1.3541e+05
303.41,1.5713e+05,325.69,4.6142e+05,335.93,2.3651e+05,346.54,2.9314e+05,403.97,64748,420.6,1.3709e+05
302.68,1.5902e+05,325.05,4.7355e+05,335.06,2.4e+05,346.09,2.9804e+05,403.05,65364,419.43,1.388e+05
301.95,1.6094e+05,324.42,4.8597e+05,334.19,2.4355e+05,345.65,3.0303e+05,402.14,65987,418.27,1.4055e+05
301.22,1.6288e+05,323.79,4.9868e+05,333.32,2.4717e+05,345.2,3.0811e+05,401.23,66617,417.11,1.4233e+05
300.48,1.6484e+05,323.17,5.117e+05,332.46,2.5085e+05,344.76,3.1328e+05,400.31,67253,415.95,1.4416e+05
299.75,1.6682e+05,322.56,5.2503e+05,331.6,2.5461e+05,344.32,3.1854e+05,399.4,67897,414.79,1.4602e+05
299.02,1.6883e+05,321.95,5.3867e+05,330.74,2.5844e+05,343.88,3.2389e+05,398.48,68547,413.64,1.4792e+05
298.29,1.7086e+05,321.35,5.5263e+05,329.88,2.6234e+05,343.44,3.2934e+05,397.57,69205,412.48,1.4986e+05
297.56,1.7291e+05,320.76,5.669e+05,329.03,2.6632e+05,343.01,3.3488e+05,396.65,69870,411.33,1.5185e+05
296.83,1.7498e+05,320.18,5.8149e+05,328.18,2.7037e+05,342.58,3.4052e+05,395.74,70542,410.19,1.5388e+05
296.1,1.7708e+05,319.6,5.9641e+05,327.33,2.745e+05,342.14,3.4626e+05,394.82,71221,409.04,1.5596e+05
295.37,1.792e+05,319.03,6.1165e+05,326.48,2.7872e+05,341.72,3.521e+05,393.91,71908,407.9,1.5808e+05
294.64,1.8134e+05,318.47,6.2722e+05,325.64,2.8301e+05,341.29,3.5805e+05,392.99,72603,406.76,1.6024e+05
293.91,1.8351e+05,317.91,6.4312e+05,324.8,2.874e+05,340.86,3.641e+05,392.08,73305,405.62,1.6246e+05
293.18,1.857e+05,317.36,6.5934e+05,323.96,2.9186e+05,340.44,3.7026e+05,391.16,74016,404.49,1.6473e+05
292.45,1.8792e+05,316.81,6.759e+05,323.12,2.9642e+05,340.01,3.7653e+05,390.25,74734,403.36,1.6705e+05
291.73,1.9016e+05,316.27,6.9279e+05,322.29,3.0107e+05,339.59,3.8292e+05,389.33,75460,402.23,1.6942e+05
291,1.9243e+05,315.73,7.1e+05,321.46,3.0581e+05,339.17,3.8941e+05,388.42,76195,401.11,1.7184e+05
290.27,1.9472e+05,315.21,7.2755e+05,320.63,3.1065e+05,338.76,3.9602e+05,387.5,76937,399.99,1.7433e+05
289.54,1.9704e+05,314.68,7.4542e+05,319.81,3.1559e+05,338.34,4.0275e+05,386.59,77688,398.88,1.7687e+05
288.82,1.9938e+05,314.16,7.6362e+05,318.99,3.2063e+05,337.93,4.096e+05,385.67,78447,397.77,1.7947e+05
288.09,2.0175e+05,313.65,7.8214e+05,318.17,3.2577e+05,337.52,4.1658e+05,384.76,79215,396.66,1.8213e+05
287.37,2.0415e+05,313.14,8.0099e+05,317.35,3.3102e+05,337.11,4.2368e+05,383.84,79992,395.56,1.8485e+05
286.64,2.0657e+05,312.64,8.2014e+05,316.54,3.3638e+05,336.7,4.309e+05,382.93,80777,394.46,1.8765e+05
285.92,2.0902e+05,312.14,8.3961e+05,315.73,3.4184e+05,336.29,4.3826e+05,382.01,81571,393.36,1.905e+05
285.19,2.1149e+05,311.65,8.5939e+05,314.92,3.4743e+05,335.89,4.4575e+05,381.1,82375,392.27,1.9343e+05
284.47,2.1399e+05,311.16,8.7949e+05,314.12,3.5313e+05,335.48,4.5337e+05,380.19,83187,391.19,1.9643e+05
283.74,2.1652e+05,310.67,8.9996e+05,313.32,3.5896e+05,335.08,4.6114e+05,379.27,84008,390.11,1.9951e+05
283.02,2.1908e+05,310.19,9.2082e+05,312.53,3.649e+05,334.68,4.6904e+05,378.36,84839,389.03,2.0266e+05
282.3,2.2167e+05,309.72,9.4207e+05,311.73,3.7098e+05,334.28,4.7708e+05,377.45,85679,387.96,2.0589e+05
281.57,2.2428e+05,309.24,9.6371e+05,310.94,3.7719e+05,333.89,4.8527e+05,376.53,86529,386.9,2.092e+05
280.85,2.2692e+05,308.78,9.8574e+05,310.16,3.8353e+05,333.49,4.9361e+05,375.62,87389,385.84,2.126e+05
280.13,2.2959e+05,308.31,1.0082e+06,309.38,3.9001e+05,333.1,5.0211e+05,374.71,88258,384.78,2.1608e+05
279.41,2.3229e+05,307.85,1.031e+06,308.6,3.9664e+05,332.71,5.1075e+05,373.8,89138,383.73,2.1966e+05
278.68,2.3502e+05,307.39,1.0542e+06,307.82,4.0341e+05,332.32,5.1955e+05,372.88,90027,382.69,2.2333e+05
277.96,2.3778e+05,306.94,1.0778e+06,307.05,4.1033e+05,331.93,5.2852e+05,371.97,90927,381.65,2.271e+05
277.24,2.4057e+05,306.49,1.1017e+06,306.28,4.174e+05,331.55,5.3764e+05,371.06,91836,380.62,2.3097e+05
276.52,2.4339e+05,306.04,1.1261e+06,305.52,4.2464e+05,331.16,5.4694e+05,370.15,92757,379.6,2.3494e+05
275.8,2.4624e+05,305.6,1.1508e+06,304.76,4.3204e+05,330.78,5.564e+05,369.24,93688,378.58,2.3902e+05
275.08,2.4912e+05,305.16,1.1759e+06,304,4.3961e+05,330.4,5.6603e+05,368.33,94630,377.57,2.4321e+05
274.36,2.5203e+05,304.72,1.2014e+06,303.25,4.4735e+05,330.02,5.7585e+05,367.42,95582,376.56,2.4752e+05
273.64,2.5498e+05,304.29,1.2273e+06,302.5,4.5528e+05,329.64,5.8584e+05,366.51,96546,375.56,2.5195e+05
272.92,2.5795e+05,303.86,1.2535e+06,301.76,4.6338e+05,329.27,5.9602e+05,365.61,97521,374.57,2.5651e+05
272.2,2.6096e+05,303.43,1.2801e+06,301.02,4.7168e+05,328.89,6.0638e+05,364.7,98507,373.58,2.612e+05
271.48,2.64e+05,303.01,1.307e+06,300.28,4.8017e+05,328.52,6.1693e+05,363.79,99505,372.6,2.6602e+05
270.76,2.6707e+05,302.59,1.3343e+06,299.55,4.8887e+05,328.15,6.2768e+05,362.88,1.0051e+05,371.63,2.7098e+05
270.04,2.7017e+05,302.17,1.362e+06,298.82,4.9777e+05,327.78,6.3863e+05,361.98,1.0154e+05,370.66,2.7609e+05
269.33,2.7331e+05,301.75,1.3899e+06,298.1,5.0689e+05,327.41,6.4978e+05,361.07,1.0257e+05,369.71,2.8135e+05
268.61,2.7648e+05,301.34,1.4182e+06,297.38,5.1623e+05,327.05,6.6113e+05,360.17,1.0361e+05,368.76,2.8678e+05
267.89,2.7968e+05,300.92,1.4468e+06,296.66,5.2579e+05,326.68,6.727e+05,359.26,1.0467e+05,367.81,2.9235e+05
267.17,2.8292e+05,300.51,1.4757e+06,295.95,5.3559e+05,326.32,6.8448e+05,358.36,1.0574e+05,366.88,2.9804e+05
266.46,2.862e+05,300.11,1.5049e+06,295.24,5.4563e+05,325.96,6.9648e+05,357.46,1.0682e+05,365.95,3.0383e+05
265.74,2.8951e+05,299.7,1.5344e+06,294.54,5.5585e+05,325.6,7.087e+05,356.56,1.0792e+05,365.03,3.0975e+05
265.02,2.9285e+05,299.3,1.5643e+06,293.84,5.6624e+05,325.25,7.2115e+05,355.65,1.0903e+05,364.12,3.1577e+05
264.31,2.9623e+05,298.9,1.5946e+06,293.15,5.768e+05,324.89,7.3383e+05,354.75,1.1015e+05,363.21,3.2191e+05
263.59,2.9965e+05,298.5,1.6254e+06,292.46,5.8753e+05,324.54,7.4675e+05,353.85,1.1128e+05,362.31,3.2817e+05
262.87,3.031e+05,298.1,1.6568e+06,291.77,5.9844e+05,324.18,7.5991e+05,352.95,1.1243e+05,361.42,3.3455e+05
262.16,3.0659e+05,297.7,1.6887e+06,291.09,6.0952e+05,323.83,7.7331e+05,352.05,1.1359e+05,360.54,3.4106e+05
261.44,3.1012e+05,297.31,1.7211e+06,290.41,6.2078e+05,323.49,7.8697e+05,351.16,1.1477e+05,359.66,3.4768e+05
260.73,3.1369e+05,296.92,1.754e+06,289.74,6.3222e+05,323.14,8.0088e+05,350.26,1.1596e+05,358.79,3.5444e+05
260.01,3.1729e+05,296.53,1.7875e+06,289.07,6.4383e+05,322.79,8.1506e+05,349.36,1.1716e+05,357.92,3.6132e+05
259.3,3.2093e+05,296.14,1.8215e+06,288.4,6.5563e+05,322.45,8.295e+05,348.47,1.1838e+05,357.06,3.6833e+05
258.58,3.2461e+05,295.75,1.8561e+06,287.74,6.6761e+05,322.11,8.4421e+05,347.57,1.1962e+05,356.21,3.7547e+05
257.87,3.2833e+05,295.37,1.8912e+06,287.08,6.7978e+05,321.77,8.592e+05,346.68,1.2086e+05,355.37,3.8275e+05
257.16,3.3209e+05,294.98,1.9269e+06,286.42,6.9212e+05,321.43,8.7448e+05,345.79,1.2213e+05,354.53,3.9016e+05
256.44,3.3589e+05,294.6,1.9631e+06,285.77,7.0466e+05,321.09,8.9004e+05,344.9,1.2341e+05,353.7,3.9771e+05
255.73,3.3973e+05,294.22,1.9999e+06,285.12,7.1738e+05,320.75,9.059e+05,344,1.247e+05,352.87,4.054e+05
255.01,3.436e+05,293.84,2.0373e+06,284.48,7.3029e+05,320.42,9.2205e+05,343.11,1.2601e+05,352.06,4.1323e+05
254.3,3.4752e+05,293.47,2.0752e+06,283.84,7.4339e+05,320.09,9.3852e+05,342.22,1.2734e+05,351.24,4.2121e+05
253.59,3.5148e+05,293.09,2.1138e+06,283.2,7.5668e+05,319.76,9.5529e+05,341.34,1.2868e+05,350.44,4.2933e+05
252.87,3.5549e+05,292.72,2.1529e+06,282.57,7.7015e+05,319.43,9.7239e+05,340.45,1.3004e+05,349.63,4.376e+05
252.16,3.5953e+05,292.35,2.1926e+06,281.93,7.8382e+05,319.1,9.8981e+05,339.56,1.3141e+05,348.84,4.4602e+05
251.45,3.6362e+05,291.97,2.2329e+06,281.3,7.9768e+05,318.77,1.0076e+06,338.68,1.328e+05,348.05,4.5459e+05
250.74,3.6775e+05,291.61,2.2737e+06,280.68,8.1174e+05,318.45,1.0257e+06,337.79,1.3421e+05,347.27,4.6332e+05
250.03,3.7192e+05,291.24,2.3152e+06,280.06,8.2598e+05,318.13,1.0441e+06,336.91,1.3564e+05,346.49,4.722e+05
249.31,3.7614e+05,290.87,2.3573e+06,279.44,8.4042e+05,317.81,1.0629e+06,336.03,1.3708e+05,345.72,4.8123e+05
248.6,3.804e+05,290.5,2.4e+06,278.82,8.5505e+05,317.49,1.082e+06,335.15,1.3854e+05,344.95,4.9043e+05
247.89,3.847e+05,290.14,2.4433e+06,278.21,8.6988e+05,317.17,1.1016e+06,334.27,1.4002e+05,344.19,4.9978e+05
247.18,3.8905e+05,289.78,2.4872e+06,277.6,8.849e+05,316.85,1.1215e+06,333.39,1.4152e+05,343.44,5.093e+05
246.47,3.9344e+05,289.42,2.5317e+06,276.99,9.0011e+05,316.54,1.1418e+06,332.51,1.4304e+05,342.69,5.1899e+05
245.76,3.9788e+05,289.06,2.5768e+06,276.38,9.1554e+05,316.22,1.1624e+06,331.64,1.4457e+05,341.94,5.2884e+05
245.05,4.0237e+05,288.7,2.6226e+06,275.78,9.312e+05,315.91,1.1835e+06,330.76,1.4613e+05,341.21,5.3886e+05
244.34,4.069e+05,288.34,2.6689e+06,275.18,9.4711e+05,315.6,1.205e+06,329.89,1.477e+05,340.47,5.4904e+05
243.63,4.1148e+05,287.98,2.7159e+06,274.58,9.6326e+05,315.29,1.2269e+06,329.02,1.493e+05,339.74,5.594e+05
242.92,4.161e+05,287.62,2.7635e+06,273.98,9.7966e+05,314.99,1.2492e+06,328.14,1.5091e+05,339.02,5.6993e+05
242.21,4.2077e+05,287.27,2.8118e+06,273.39,9.9631e+05,314.68,1.272e+06,327.27,1.5255e+05,338.3,5.8064e+05
241.5,4.2549e+05,286.92,2.8606e+06,272.8,1.0132e+06,314.38,1.2952e+06,326.4,1.542e+05,337.59,5.9152e+05
240.79,4.3026e+05,286.56,2.9101e+06,272.21,1.0304e+06,314.08,1.3188e+06,325.54,1.5588e+05,336.88,6.0257e+05
240.08,4.3508e+05,286.21,2.9602e+06,271.63,1.0478e+06,313.78,1.3429e+06,324.67,1.5758e+05,336.17,6.1381e+05
239.37,4.3994e+05,285.86,3.011e+06,271.04,1.0654e+06,313.48,1.3675e+06,323.81,1.593e+05,335.47,6.2522e+05
238.66,4.4486e+05,285.51,3.0624e+06,270.46,1.0834e+06,313.18,1.3926e+06,322.94,1.6104e+05,334.78,6.3682e+05
237.95,4.4982e+05,285.16,3.1144e+06,269.88,1.1016e+06,312.88,1.4181e+06,322.08,1.628e+05,334.09,6.486e+05
237.24,4.5484e+05,284.81,3.167e+06,269.31,1.12e+06,312.59,1.4442e+06,321.22,1.6459e+05,333.4,6.6056e+05
236.53,4.5991e+05,284.46,3.2203e+06,268.73,1.1388e+06,312.3,1.4708e+06,320.36,1.664e+05,332.72,6.7271e+05
235.82,4.6502e+05,284.12,3.2742e+06,268.16,1.1578e+06,312.01,1.4979e+06,319.5,1.6823e+05,332.04,6.8504e+05
235.11,4.7019e+05,283.77,3.3287e+06,267.59,1.177e+06,311.72,1.5255e+06,318.65,1.7009e+05,331.37,6.9755e+05
234.41,4.7542e+05,283.42,3.3838e+06,267.03,1.1966e+06,311.43,1.5537e+06,317.79,1.7197e+05,330.7,7.1025e+05
233.7,4.8069e+05,283.08,3.4396e+06,266.46,1.2164e+06,311.14,1.5824e+06,316.94,1.7388e+05,330.04,7.2314e+05
232.99,4.8602e+05,282.74,3.4964e+06,265.9,1.2365e+06,310.86,1.6117e+06,316.08,1.7581e+05,329.38,7.3622e+05
232.28,4.914e+05,282.39,3.5543e+06,265.34,1.2569e+06,310.57,1.6416e+06,315.23,1.7776e+05,328.72,7.4949e+05
231.57,4.9683e+05,282.05,3.6134e+06,264.78,1.2776e+06,310.29,1.6721e+06,314.38,1.7974e+05,328.07,7.6294e+05
230.87,5.0232e+05,281.71,3.6738e+06,264.22,1.2986e+06,310.01,1.7032e+06,313.54,1.8175e+05,327.42,7.7659e+05
230.16,5.0786e+05,281.37,3.7354e+06,263.66,1.3199e+06,309.73,1.7349e+06,312.69,1.8378e+05,326.77,7.9042e+05
229.45,5.1346e+05,281.03,3.7983e+06,263.11,1.3414e+06,309.46,1.7673e+06,311.85,1.8584e+05,326.13,8.0444e+05
228.74,5.1911e+05,280.69,3.8625e+06,262.56,1.3633e+06,309.18,1.8003e+06,311,1.8793e+05,325.49,8.1865e+05
228.04,5.2482e+05,280.35,3.928e+06,262.01,1.3854e+06,308.91,1.8339e+06,310.16,1.9005e+05,324.86,8.3305e+05
227.33,5.3058e+05,280.01,3.995e+06,261.46,1.4079e+06,308.63,1.8683e+06,309.32,1.9219e+05,324.23,8.4764e+05
226.62,5.3641e+05,279.67,4.0634e+06,260.92,1.4307e+06,308.36,1.9033e+06,308.48,1.9436e+05,323.6,8.6242e+05
225.92,5.4229e+05,279.34,4.1333e+06,260.37,1.4537e+06,308.09,1.939e+06,307.65,1.9656e+05,322.98,8.7739e+05
225.21,5.4822e+05,279,4.2046e+06,259.83,1.4771e+06,307.83,1.9755e+06,306.81,1.988e+05,322.35,8.9254e+05
224.5,5.5422e+05,278.67,4.2775e+06,259.29,1.5007e+06,307.56,2.0127e+06,305.98,2.0106e+05,321.74,9.0788e+05
223.8,5.6027e+05,278.33,4.352e+06,258.75,1.5247e+06,307.29,2.0506e+06,305.15,2.0335e+05,321.12,9.234e+05
223.09,5.6638e+05,278,4.4281e+06,258.21,1.549e+06,307.03,2.0894e+06,304.32,2.0567e+05,320.51,9.3911e+05
222.39,5.7256e+05,277.67,4.5059e+06,257.68,1.5736e+06,306.77,2.1289e+06,303.49,2.0803e+05,319.9,9.55e+05
221.68,5.7879e+05,277.34,4.5854e+06,257.15,1.5985e+06,306.51,2.1692e+06,302.67,2.1041e+05,319.29,9.7107e+05
220.97,5.8508e+05,277.01,4.6666e+06,256.61,1.6238e+06,306.25,2.2102e+06,301.84,2.1283e+05,318.69,9.8733e+05
220.27,5.9143e+05,276.68,4.7496e+06,256.08,1.6493e+06,305.99,2.2519e+06,301.02,2.1528e+05,318.09,1.0038e+06
219.56,5.9785e+05,276.35,4.8345e+06,255.55,1.6752e+06,305.74,2.2942e+06,300.2,2.1777e+05,317.49,1.0205e+06
218.86,6.0433e+05,276.03,4.9213e+06,255.03,1.7014e+06,305.48,2.3371e+06,299.38,2.2029e+05,316.9,1.0373e+06
218.15,6.1087e+05,275.7,5.0101e+06,254.5,1.7279e+06,305.23,2.3805e+06,298.56,2.2285e+05,316.31,1.0544e+06
217.45,6.1747e+05,275.38,5.1008e+06,253.97,1.7548e+06,304.98,2.4246e+06,297.75,2.2544e+05,315.72,1.0717e+06
216.74,6.2413e+05,275.05,5.1936e+06,253.45,1.7819e+06,304.73,2.4693e+06,296.94,2.2806e+05,315.13,1.0892e+06
216.04,6.3086e+05,274.73,5.2886e+06,252.93,1.8094e+06,304.48,2.5146e+06,296.13,2.3073e+05,314.54,1.1069e+06
215.33,6.3765e+05,274.41,5.3857e+06,252.41,1.8373e+06,304.23,2.5605e+06,295.32,2.3343e+05,313.96,1.1248e+06
214.63,6.4451e+05,274.09,5.485e+06,251.89,1.8654e+06,303.98,2.607e+06,294.51,2.3616e+05,313.38,1.1429e+06
213.92,6.5143e+05,273.77,5.5867e+06,251.37,1.8939e+06,303.74,2.654e+06,293.7,2.3892e+05,312.8,1.1612e+06
213.22,6.5842e+05,273.46,5.6907e+06,250.85,1.9227e+06,303.49,2.7017e+06,292.9,2.4169e+05,312.22,1.1797e+06
212.51,6.6547e+05,273.14,5.7971e+06,250.34,1.9519e+06,303.25,2.75e+06,292.1,2.4449e+05,311.65,1.1984e+06
211.81,6.7259e+05,272.83,5.9061e+06,249.82,1.9813e+06,303.01,2.7988e+06,291.3,2.473e+05,311.08,1.2173e+06
211.1,6.7978e+05,272.52,6.0176e+06,249.31,2.0111e+06,302.76,2.8482e+06,290.5,2.5013e+05,310.51,1.2364e+06
210.4,6.8703e+05,272.2,6.1318e+06,248.79,2.0413e+06,302.52,2.8982e+06,289.7,2.5298e+05,309.94,1.2556e+06
209.69,6.9435e+05,271.89,6.2487e+06,248.28,2.0718e+06,302.29,2.9488e+06,288.91,2.5585e+05,309.38,1.2751e+06
208.99,7.0174e+05,271.59,6.3685e+06,247.77,2.1026e+06,302.05,2.9999e+06,288.12,2.5873e+05,308.81,1.2948e+06
208.28,7.092e+05,271.28,6.4911e+06,247.26,2.1337e+06,301.81,3.0516e+06,287.32,2.6163e+05,308.25,1.3146e+06
207.58,7.1673e+05,270.97,6.6164e+06,246.75,2.1652e+06,301.57,3.1039e+06,286.53,2.6455e+05,307.69,1.3347e+06
206.88,7.2432e+05,270.67,6.7433e+06,246.25,2.197e+06,301.34,3.1567e+06,285.74,2.6749e+05,307.13,1.3549e+06
206.17,7.3199e+05,270.37,6.8719e+06,245.74,2.2292e+06,301.1,3.2101e+06,284.96,2.7044e+05,306.57,1.3753e+06
205.47,7.3973e+05,270.06,7.002e+06,245.23,2.2617e+06,300.87,3.264e+06,284.17,2.7341e+05,306.02,1.3959e+06
204.76,7.4754e+05,269.76,7.1336e+06,244.73,2.2945e+06,300.64,3.3184e+06,283.39,2.7639e+05,305.46,1.4167e+06
204.06,7.5542e+05,269.46,7.2667e+06,244.23,2.3277e+06,300.41,3.3733e+06,282.6,2.7939e+05,304.91,1.4376e+06
203.36,7.6337e+05,269.17,7.4013e+06,243.72,2.3612e+06,300.17,3.4288e+06,281.82,2.824e+05,304.36,1.4588e+06
202.65,7.7139e+05,268.87,7.5374e+06,243.22,2.395e+06,299.94,3.4847e+06,281.04,2.8543e+05,303.81,1.4801e+06
201.95,7.7949e+05,268.57,7.6748e+06,242.72,2.4292e+06,299.71,3.5412e+06,280.26,2.8848e+05,303.26,1.5015e+06
201.25,7.8766e+05,268.28,7.8138e+06,242.22,2.4637e+06,299.48,3.5981e+06,279.48,2.9153e+05,302.71,1.5231e+06
200.54,7.959e+05,267.98,7.954e+06,241.72,2.4986e+06,299.26,3.6555e+06,278.7,2.946e+05,302.17,1.5449e+06
199.84,8.0422e+05,267.69,8.0957e+06,241.22,2.5337e+06,299.03,3.7134e+06,277.92,2.9769e+05,301.62,1.5669e+06
199.13,8.1261e+05,267.4,8.2386e+06,240.72,2.5693e+06,298.8,3.7717e+06,277.15,3.0079e+05,301.08,1.589e+06
198.43,8.2108e+05,267.11,8.3829e+06,240.22,2.6051e+06,298.57,3.8304e+06,276.37,3.039e+05,300.53,1.6112e+06
197.73,8.2962e+05,266.82,8.5284e+06,239.72,2.6413e+06,298.35,3.8896e+06,275.6,3.0702e+05,299.99,1.6336e+06
197.02,8.3824e+05,266.53,8.6751e+06,239.22,2.6778e+06,298.12,3.9492e+06,274.82,3.1015e+05,299.45,1.6562e+06
196.32,8.4693e+05,266.24,8.8231e+06,238.72,2.7146e+06,297.9,4.0092e+06,274.05,3.133e+05,298.91,1.6788e+06
195.62,8.557e+05,265.95,8.9722e+06,238.23,2.7518e+06,297.67,4.0696e+06,273.28,3.1645e+05,298.37,1.7017e+06
194.91,8.6455e+05,265.66,9.1224e+06,237.73,2.7893e+06,297.45,4.1304e+06,272.51,3.1962e+05,297.83,1.7246e+06
194.21,8.7348e+05,265.37,9.2736e+06,237.24,2.8271e+06,297.22,4.1915e+06,271.73,3.228e+05,297.3,1.7477e+06
193.51,8.8248e+05,265.08,9.426e+06,236.74,2.8653e+06,297,4.253e+06,270.96,3.2598e+05,296.76,1.7709e+06
192.8,8.9156e+05,264.8,9.5793e+06,236.24,2.9037e+06,296.77,4.3148e+06,270.19,3.2918e+05,296.22,1.7942e+06
192.1,9.0072e+05,264.51,9.7336e+06,235.75,2.9425e+06,296.55,4.377e+06,269.42,3.3238e+05,295.68,1.8177e+06
191.4,9.0996e+05,264.23,9.8888e+06,235.25,2.9816e+06,296.33,4.4394e+06,268.65,3.356e+05,295.15,1.8412e+06
190.69,9.1928e+05,263.94,1.0045e+07,234.76,3.0211e+06,296.1,4.5022e+06,267.88,3.3882e+05,294.61,1.8649e+06
