4.00 4.01 4.07 4.32 4.75 5.12 5.44 6.27 7.01 7.54 7.78
4.01 4.04 4.24 4.77 5.60 6.27 6.84 8.44 9.86 11.04 11.59
4.03 4.09 4.44 5.27 6.46 7.44 8.26 10.52 12.68 14.36 15.16
4.05 4.15 4.64 5.76 7.31 8.57 9.60 12.59 15.38 17.61 18.46
4.07 4.22 4.87 6.28 8.19 9.73 11.01 14.64 18.17 20.95 22.26
4.09 4.29 5.09 6.82 9.09 10.94 12.47 16.79 21.10 24.52 25.86
4.12 4.37 5.33 7.34 9.96 12.05 13.80 18.79 23.72 27.63 29.51
4.15 4.44 5.57 7.87 10.84 13.23 15.20 20.83 26.45 30.92 33.25
4.18 4.52 5.80 8.39 11.72 14.39 16.62 22.98 29.27 34.32 36.76
