19,1.6483e+06
20,1.2807e+06
21,1.0127e+06
22,8.1253e+05
23,6.5989e+05
24,5.4147e+05
25,4.4821e+05
26,3.7383e+05
27,3.1382e+05
28,2.6493e+05
29,2.2473e+05
30,1.9141e+05
31,1.6358e+05
31.2,1.5858e+05
31.4,1.5375e+05
31.6,1.4907e+05
31.8,1.4456e+05
32,1.4019e+05
32.2,1.3597e+05
32.4,1.3188e+05
32.6,1.2793e+05
32.8,1.241e+05
33,1.204e+05
33.2,1.1681e+05
33.4,1.1334e+05
33.6,1.0998e+05
33.8,1.0672e+05
34,1.0356e+05
34.2,1.005e+05
34.4,97531
34.6,94652
34.8,91861
35,89152
35.2,86525
35.4,83975
35.6,81499
35.8,79096
36,76763
36.2,74497
36.4,72295
36.6,70157
36.8,68078
37,66058
37.2,64095
37.4,62186
37.6,60330
37.8,58524
38,56768
38.2,55060
38.4,53397
38.6,51779
38.8,50204
39,48671
39.2,47179
39.4,45725
39.6,44309
39.8,42930
40,41586
40.2,40277
40.4,39001
40.6,37758
40.8,36545
41,35364
41.2,34211
41.4,33087
41.6,31991
41.8,30922
42,29878
42.2,28860
42.4,27867
42.6,26897
42.8,25951
43,25027
43.2,24125
43.4,23244
43.6,22383
43.8,21543
44,20722
44.2,19920
44.4,19136
44.6,18370
44.8,17622
45,16890
45.2,16175
45.4,15475
45.6,14792
45.8,14123
46,13469
46.2,12830
46.4,12204
46.6,11592
46.8,10993
47,10407
47.2,9833.3
47.4,9272
47.6,8722.5
47.8,8184.6
48,7658
48.2,7142.3
48.4,6637.4
48.6,6142.9
48.8,5658.5
49,5184.1
49.2,4719.3
49.4,4264
49.6,3817.8
49.8,3380.6
50,2952.2
50.2,2532.3
50.4,2120.7
50.6,1717.2
50.8,1321.6
51,933.81
51.2,553.53
51.4,180.61
51.6,-185.11
51.8,-543.81
52,-895.66
52.2,-1240.8
52.4,-1579.4
52.6,-1911.7
52.8,-2237.6
53,-2557.5
53.2,-2871.5
53.4,-3179.6
53.6,-3482
53.8,-3778.9
54,-4070.4
54.2,-4356.5
54.4,-4637.5
54.6,-4913.3
54.8,-5184.2
55,-5450.3
55.2,-5711.6
55.4,-5968.3
55.6,-6220.5
55.8,-6468.2
56,-6711.5
56.2,-6950.7
56.4,-7185.6
56.6,-7416.5
56.8,-7643.4
57,-7866.4
57.2,-8085.6
57.4,-8301.1
57.6,-8512.9
57.8,-8721.2
58,-8925.9
58.2,-9127.2
58.4,-9325.2
58.6,-9519.8
58.8,-9711.3
59,-9899.6
59.2,-10085
59.4,-10267
59.6,-10446
59.8,-10622
60,-10796
60.2,-10967
60.4,-11134
60.6,-11300
60.8,-11462
61,-11622
61.2,-11780
61.4,-11935
61.6,-12088
61.8,-12238
62,-12386
62.2,-12531
62.4,-12675
62.6,-12816
62.8,-12955
63,-13092
63.2,-13227
63.4,-13359
63.6,-13490
63.8,-13619
64,-13746
64.2,-13871
64.4,-13994
64.6,-14115
64.8,-14235
65,-14353
65.2,-14469
65.4,-14583
65.6,-14696
65.8,-14807
66,-14917
66.2,-15025
66.4,-15131
66.6,-15236
66.8,-15339
67,-15441
67.2,-15542
67.4,-15641
67.6,-15739
67.8,-15835
68,-15930
68.2,-16024
68.4,-16116
68.6,-16207
68.8,-16297
69,-16386
69.2,-16473
69.4,-16560
69.6,-16645
69.8,-16729
70,-16812
70.2,-16893
70.4,-16974
70.6,-17054
70.8,-17132
71,-17210
71.2,-17286
71.4,-17362
71.6,-17436
71.8,-17510
72,-17583
72.2,-17654
72.4,-17725
72.6,-17795
72.8,-17864
73,-17932
73.2,-17999
73.4,-18066
73.6,-18131
73.8,-18196
74,-18260
74.2,-18323
74.4,-18386
74.6,-18447
74.8,-18508
75,-18568
75.2,-18628
75.4,-18686
75.6,-18744
75.8,-18802
76,-18858
76.2,-18914
76.4,-18969
76.6,-19024
76.8,-19078
77,-19131
77.2,-19184
77.4,-19236
77.6,-19287
77.8,-19338
78,-19388
78.2,-19438
78.4,-19487
78.6,-19535
78.8,-19583
79,-19631
79.2,-19678
79.4,-19724
79.6,-19770
79.8,-19815
80,-19860
80.2,-19904
80.4,-19948
80.6,-19991
80.8,-20034
81,-20077
81.2,-20118
81.4,-20160
81.6,-20201
81.8,-20241
82,-20281
82.2,-20321
82.4,-20360
82.6,-20399
82.8,-20438
83,-20476
83.2,-20513
83.4,-20550
83.6,-20587
83.8,-20623
84,-20659
84.2,-20695
84.4,-20730
84.6,-20765
84.8,-20800
85,-20834
85.2,-20868
85.4,-20901
85.6,-20934
85.8,-20967
86,-21000
86.2,-21032
86.4,-21064
86.6,-21095
86.8,-21126
87,-21157
87.2,-21188
87.4,-21218
87.6,-21248
87.8,-21278
88,-21307
88.2,-21336
88.4,-21365
88.6,-21393
88.8,-21422
89,-21450
89.2,-21477
89.4,-21505
89.6,-21532
89.8,-21559
90,-21585
