19,6.1503e+06
20,4.7605e+06
21,3.7616e+06
22,3.0243e+06
23,2.4678e+06
24,2.0395e+06
25,1.7044e+06
26,1.4383e+06
27,1.2242e+06
28,1.05e+06
29,9.0676e+05
30,7.8782e+05
31,6.8825e+05
31.2,6.703e+05
31.4,6.5295e+05
31.6,6.3617e+05
31.8,6.1993e+05
32,6.0422e+05
32.2,5.8901e+05
32.4,5.7428e+05
32.6,5.6002e+05
32.8,5.462e+05
33,5.3281e+05
33.2,5.1983e+05
33.4,5.0725e+05
33.6,4.9504e+05
33.8,4.832e+05
34,4.7172e+05
34.2,4.6058e+05
34.4,4.4976e+05
34.6,4.3925e+05
34.8,4.2905e+05
35,4.1915e+05
35.2,4.0952e+05
35.4,4.0017e+05
35.6,3.9108e+05
35.8,3.8224e+05
36,3.7365e+05
36.2,3.6529e+05
36.4,3.5716e+05
36.6,3.4925e+05
36.8,3.4155e+05
37,3.3406e+05
37.2,3.2677e+05
37.4,3.1967e+05
37.6,3.1276e+05
37.8,3.0602e+05
38,2.9946e+05
38.2,2.9307e+05
38.4,2.8684e+05
38.6,2.8077e+05
38.8,2.7485e+05
39,2.6908e+05
39.2,2.6345e+05
39.4,2.5796e+05
39.6,2.5261e+05
39.8,2.4739e+05
40,2.4229e+05
40.2,2.3732e+05
40.4,2.3246e+05
40.6,2.2772e+05
40.8,2.2309e+05
41,2.1858e+05
41.2,2.1416e+05
41.4,2.0985e+05
41.6,2.0564e+05
41.8,2.0153e+05
42,1.9751e+05
42.2,1.9358e+05
42.4,1.8974e+05
42.6,1.8599e+05
42.8,1.8232e+05
43,1.7873e+05
43.2,1.7522e+05
43.4,1.7179e+05
43.6,1.6843e+05
43.8,1.6515e+05
44,1.6194e+05
44.2,1.5879e+05
44.4,1.5572e+05
44.6,1.527e+05
44.8,1.4976e+05
45,1.4687e+05
45.2,1.4405e+05
45.4,1.4128e+05
45.6,1.3857e+05
45.8,1.3592e+05
46,1.3332e+05
46.2,1.3077e+05
46.4,1.2828e+05
46.6,1.2584e+05
46.8,1.2344e+05
47,1.211e+05
47.2,1.188e+05
47.4,1.1654e+05
47.6,1.1434e+05
47.8,1.1217e+05
48,1.1005e+05
48.2,1.0796e+05
48.4,1.0592e+05
48.6,1.0392e+05
48.8,1.0196e+05
49,1.0003e+05
49.2,98141
49.4,96287
49.6,94468
49.8,92683
50,90932
50.2,89213
50.4,87526
50.6,85871
50.8,84245
51,82650
51.2,81083
51.4,79545
51.6,78035
51.8,76552
52,75095
52.2,73665
52.4,72260
52.6,70879
52.8,69524
53,68191
53.2,66883
53.4,65597
53.6,64333
53.8,63091
54,61871
54.2,60672
54.4,59493
54.6,58334
54.8,57194
55,56075
55.2,54973
55.4,53891
55.6,52826
55.8,51779
56,50750
56.2,49737
56.4,48742
56.6,47762
56.8,46799
57,45851
57.2,44919
57.4,44001
57.6,43099
57.8,42211
58,41337
58.2,40477
58.4,39631
58.6,38799
58.8,37979
59,37172
59.2,36378
59.4,35597
59.6,34827
59.8,34070
60,33324
60.2,32590
60.4,31867
60.6,31155
60.8,30454
61,29763
61.2,29084
61.4,28414
61.6,27755
61.8,27105
62,26465
62.2,25835
62.4,25214
62.6,24602
62.8,24000
63,23406
63.2,22821
63.4,22245
63.6,21677
63.8,21117
64,20565
64.2,20022
64.4,19486
64.6,18958
64.8,18438
65,17925
65.2,17419
65.4,16921
65.6,16429
65.8,15945
66,15467
66.2,14997
66.4,14532
66.6,14075
66.8,13623
67,13178
67.2,12739
67.4,12306
67.6,11879
67.8,11458
68,11043
68.2,10634
68.4,10230
68.6,9831.1
68.8,9438
69,9050.3
69.2,8667.7
69.4,8290.3
69.6,7918
69.8,7550.7
70,7188.2
70.2,6830.6
70.4,6477.7
70.6,6129.5
70.8,5785.9
71,5446.8
71.2,5112.1
71.4,4781.9
71.6,4455.9
71.8,4134.2
72,3816.7
72.2,3503.2
72.4,3193.9
72.6,2888.5
72.8,2587
73,2289.4
73.2,1995.6
73.4,1705.6
73.6,1419.2
73.8,1136.5
74,857.34
74.2,581.71
74.4,309.55
74.6,40.807
74.8,-224.57
75,-486.64
75.2,-745.44
75.4,-1001
75.6,-1253.4
75.8,-1502.7
76,-1749
76.2,-1992.2
76.4,-2232.4
76.6,-2469.6
76.8,-2704
77,-2935.5
77.2,-3164.3
77.4,-3390.2
77.6,-3613.4
77.8,-3833.9
78,-4051.8
78.2,-4267
78.4,-4479.7
78.6,-4689.9
78.8,-4897.5
79,-5102.7
79.2,-5305.4
79.4,-5505.7
79.6,-5703.7
79.8,-5899.4
80,-6092.7
80.2,-6283.8
80.4,-6472.7
80.6,-6659.3
80.8,-6843.8
81,-7026.2
81.2,-7206.4
81.4,-7384.6
81.6,-7560.7
81.8,-7734.8
82,-7906.9
82.2,-8077
82.4,-8245.2
82.6,-8411.5
82.8,-8575.9
83,-8738.4
83.2,-8899.1
83.4,-9058
83.6,-9215.1
83.8,-9370.5
84,-9524.1
84.2,-9675.9
84.4,-9826.1
84.6,-9974.7
84.8,-10122
85,-10267
85.2,-10410
85.4,-10553
85.6,-10693
85.8,-10832
86,-10970
86.2,-11105
86.4,-11240
86.6,-11373
86.8,-11505
87,-11635
87.2,-11764
87.4,-11891
87.6,-12017
87.8,-12142
88,-12265
88.2,-12387
88.4,-12508
88.6,-12627
88.8,-12745
89,-12862
89.2,-12978
89.4,-13092
89.6,-13206
89.8,-13318
90,-13429
