Distance L-deH,Bulk Modulus L-deH,Distance LH,Bulk Modulus LH,Distance L-deM,Bulk Modulus L-deM,Distance LM,Bulk Modulus LM,Distance de-LMH,Bulk Modulus de-LMH,Distance LMH,Bulk Modulus LMH
710.23,831.38,820.25,1734.5,690.66,3239.3,531.76,9685.2,645.3,1716.9,772.61,1807.6
709.12,841.58,819.53,1758.4,690.36,3269.9,531.69,9728.6,644.9,1736.7,772.06,1830.3
708.01,851.9,818.8,1782.5,690.05,3300.2,531.61,9769.4,644.5,1756.7,771.5,1853.2
706.9,862.34,818.08,1806.8,689.74,3330.2,531.54,9807.8,644.09,1776.9,770.94,1876.4
705.79,872.9,817.35,1831.5,689.43,3359.9,531.47,9843.6,643.69,1797.4,770.39,1899.9
704.68,883.59,816.62,1856.4,689.12,3389.3,531.39,9877.1,643.28,1818.2,769.83,1923.5
703.56,894.4,815.9,1881.5,688.81,3418.5,531.31,9908.3,642.88,1839.2,769.27,1947.5
702.45,905.34,815.17,1906.9,688.49,3447.3,531.24,9937.2,642.48,1860.4,768.71,1971.6
701.34,916.41,814.44,1932.6,688.18,3475.8,531.16,9963.9,642.07,1881.9,768.16,1996.1
700.23,927.6,813.7,1958.5,687.86,3504,531.08,9988.5,641.67,1903.6,767.6,2020.7
699.12,938.93,812.97,1984.7,687.54,3531.9,531,10011,641.27,1925.6,767.04,2045.6
698.01,950.39,812.24,2011.1,687.21,3559.4,530.92,10032,640.86,1947.9,766.48,2070.8
696.9,961.98,811.5,2037.9,686.89,3586.7,530.84,10050,640.46,1970.4,765.92,2096.2
695.78,973.71,810.77,2064.8,686.56,3613.7,530.76,10067,640.06,1993.2,765.35,2121.9
694.67,985.58,810.03,2092.1,686.23,3640.3,530.68,10082,639.65,2016.3,764.79,2147.9
693.56,997.58,809.29,2119.6,685.9,3666.7,530.59,10095,639.25,2039.6,764.23,2174.1
692.45,1009.7,808.55,2147.4,685.57,3692.7,530.51,10107,638.85,2063.2,763.67,2200.6
691.33,1022,807.81,2175.5,685.23,3718.5,530.42,10117,638.44,2087.1,763.1,2227.3
690.22,1034.4,807.07,2203.9,684.89,3743.9,530.33,10126,638.04,2111.3,762.54,2254.3
689.11,1047,806.33,2232.5,684.55,3769.1,530.25,10133,637.64,2135.8,761.97,2281.6
688,1059.7,805.58,2261.4,684.2,3793.9,530.16,10139,637.24,2160.5,761.41,2309.1
686.88,1072.6,804.84,2290.6,683.86,3818.5,530.07,10144,636.83,2185.6,760.84,2337
685.77,1085.6,804.09,2320.1,683.51,3842.8,529.97,10147,636.43,2210.9,760.28,2365
684.66,1098.8,803.34,2349.9,683.15,3866.8,529.88,10149,636.03,2236.6,759.71,2393.4
683.54,1112.1,802.59,2379.9,682.8,3890.5,529.79,10151,635.63,2262.6,759.14,2422.1
682.43,1125.6,801.84,2410.3,682.44,3914,529.69,10151,635.22,2288.8,758.57,2451
681.31,1139.2,801.08,2440.9,682.08,3937.2,529.59,10150,634.82,2315.4,758,2480.2
680.2,1153,800.33,2471.9,681.71,3960.1,529.49,10149,634.42,2342.3,757.43,2509.7
679.08,1166.9,799.57,2503.1,681.34,3982.8,529.39,10147,634.02,2369.6,756.86,2539.5
677.97,1181,798.81,2534.6,680.97,4005.2,529.29,10143,633.61,2397.1,756.29,2569.6
676.85,1195.3,798.05,2566.4,680.6,4027.4,529.19,10140,633.21,2425,755.72,2600
675.74,1209.7,797.29,2598.5,680.22,4049.3,529.09,10135,632.81,2453.2,755.14,2630.7
674.62,1224.3,796.53,2630.9,679.84,4071,528.98,10130,632.41,2481.7,754.57,2661.6
673.51,1239.1,795.76,2663.6,679.45,4092.5,528.87,10125,632.01,2510.6,754,2692.9
672.39,1254,795,2696.7,679.06,4113.8,528.76,10119,631.6,2539.9,753.42,2724.5
671.28,1269.1,794.23,2730,678.67,4134.8,528.65,10112,631.2,2569.5,752.84,2756.3
670.16,1284.4,793.46,2763.6,678.28,4155.7,528.54,10105,630.8,2599.4,752.27,2788.5
669.04,1299.9,792.68,2797.6,677.88,4176.3,528.43,10098,630.4,2629.7,751.69,2821
667.93,1315.5,791.91,2831.8,677.48,4196.8,528.31,10091,630,2660.4,751.11,2853.8
666.81,1331.3,791.13,2866.4,677.07,4217,528.2,10083,629.6,2691.4,750.53,2886.9
665.69,1347.3,790.36,2901.3,676.66,4237.1,528.08,10075,629.2,2722.8,749.95,2920.3
664.57,1363.5,789.57,2936.5,676.24,4257,527.96,10067,628.8,2754.6,749.37,2954
663.45,1379.9,788.79,2972,675.83,4276.7,527.84,10059,628.39,2786.8,748.78,2988.1
662.34,1396.4,788.01,3007.8,675.4,4296.3,527.71,10050,627.99,2819.3,748.2,3022.5
661.22,1413.1,787.22,3044,674.98,4315.8,527.59,10042,627.59,2852.3,747.62,3057.2
660.1,1430.1,786.43,3080.5,674.55,4335,527.46,10033,627.19,2885.6,747.03,3092.2
658.98,1447.2,785.64,3117.3,674.11,4354.2,527.33,10025,626.79,2919.3,746.44,3127.5
657.86,1464.5,784.85,3154.4,673.67,4373.2,527.2,10016,626.39,2953.5,745.86,3163.2
656.74,1482,784.05,3191.9,673.23,4392.1,527.07,10008,625.99,2988,745.27,3199.2
655.62,1499.7,783.26,3229.7,672.78,4410.8,526.93,9999.2,625.59,3023,744.68,3235.6
654.5,1517.6,782.46,3267.9,672.33,4429.5,526.79,9990.8,625.19,3058.4,744.09,3272.3
653.38,1535.8,781.66,3306.3,671.87,4448,526.65,9982.6,624.79,3094.2,743.5,3309.3
652.26,1554.1,780.85,3345.2,671.41,4466.4,526.51,9974.5,624.39,3130.4,742.9,3346.7
651.14,1572.6,780.05,3384.3,670.94,4484.8,526.37,9966.5,623.99,3167.1,742.31,3384.4
650.02,1591.4,779.24,3423.8,670.47,4503,526.23,9958.7,623.59,3204.3,741.71,3422.5
648.9,1610.3,778.42,3463.7,670,4521.2,526.08,9951.2,623.19,3241.8,741.12,3460.9
647.77,1629.5,777.61,3503.9,669.52,4539.3,525.93,9943.8,622.79,3279.9,740.52,3499.7
646.65,1648.9,776.79,3544.4,669.03,4557.3,525.78,9936.6,622.39,3318.3,739.92,3538.8
645.53,1668.5,775.98,3585.3,668.54,4575.3,525.62,9929.7,622,3357.3,739.32,3578.3
644.41,1688.3,775.15,3626.6,668.05,4593.2,525.47,9923.1,621.6,3396.7,738.72,3618.1
643.28,1708.3,774.33,3668.2,667.55,4611,525.31,9916.7,621.2,3436.6,738.12,3658.3
642.16,1728.6,773.5,3710.2,667.04,4628.8,525.15,9910.7,620.8,3477,737.52,3698.9
641.03,1749.1,772.67,3752.5,666.53,4646.6,524.99,9904.9,620.4,3517.9,736.91,3739.8
639.91,1769.8,771.84,3795.2,666.02,4664.3,524.82,9899.4,620,3559.2,736.31,3781.1
638.78,1790.8,771.01,3838.3,665.49,4682,524.66,9894.3,619.6,3601.1,735.7,3822.8
637.66,1812,770.17,3881.7,664.97,4699.7,524.49,9889.5,619.21,3643.5,735.09,3864.9
636.53,1833.4,769.33,3925.5,664.44,4717.3,524.31,9885.1,618.81,3686.3,734.48,3907.3
635.41,1855.1,768.49,3969.7,663.9,4735,524.14,9881,618.41,3729.7,733.87,3950.1
634.28,1877,767.64,4014.3,663.36,4752.6,523.96,9877.2,618.01,3773.7,733.26,3993.3
633.16,1899.2,766.79,4059.2,662.81,4770.2,523.78,9873.9,617.62,3818.1,732.65,4036.9
632.03,1921.6,765.94,4104.5,662.25,4787.8,523.6,9870.9,617.22,3863.1,732.03,4080.9
630.9,1944.3,765.09,4150.2,661.69,4805.5,523.42,9868.3,616.82,3908.7,731.42,4125.3
629.77,1967.2,764.23,4196.3,661.13,4823.1,523.23,9866.1,616.42,3954.8,730.8,4170.1
628.64,1990.4,763.37,4242.8,660.56,4840.7,523.04,9864.3,616.03,4001.4,730.18,4215.2
627.52,2013.8,762.51,4289.6,659.98,4858.4,522.85,9862.9,615.63,4048.7,729.56,4260.8
626.39,2037.5,761.64,4336.9,659.4,4876.1,522.65,9862,615.23,4096.5,728.94,4306.8
625.26,2061.5,760.77,4384.5,658.81,4893.8,522.46,9861.4,614.84,4144.8,728.31,4353.2
624.13,2085.7,759.9,4432.6,658.21,4911.6,522.26,9861.3,614.44,4193.8,727.69,4400
623,2110.2,759.02,4481,657.61,4929.4,522.05,9861.6,614.05,4243.4,727.06,4447.2
621.87,2134.9,758.14,4529.9,657,4947.2,521.85,9862.3,613.65,4293.5,726.44,4494.8
620.74,2160,757.26,4579.1,656.39,4965.1,521.64,9863.4,613.25,4344.3,725.81,4542.9
619.61,2185.3,756.37,4628.8,655.77,4983,521.43,9865,612.86,4395.7,725.18,4591.3
618.47,2210.9,755.49,4678.9,655.14,5001,521.22,9867,612.46,4447.7,724.55,4640.2
617.34,2236.8,754.59,4729.4,654.51,5019,521,9869.5,612.07,4500.4,723.91,4689.6
616.21,2262.9,753.7,4780.3,653.87,5037.1,520.78,9872.4,611.67,4553.7,723.28,4739.3
615.08,2289.4,752.8,4831.7,653.22,5055.2,520.56,9875.8,611.28,4607.6,722.64,4789.5
613.94,2316.2,751.9,4883.4,652.57,5073.4,520.33,9879.6,610.88,4662.2,722,4840.1
612.81,2343.2,750.99,4935.6,651.91,5091.7,520.11,9883.8,610.49,4717.5,721.36,4891.2
611.67,2370.5,750.08,4988.2,651.24,5110,519.87,9888.6,610.09,4773.4,720.72,4942.7
610.54,2398.2,749.17,5041.3,650.57,5128.5,519.64,9893.7,609.7,4830,720.08,4994.7
609.4,2426.1,748.26,5094.8,649.89,5147,519.4,9899.4,609.31,4887.4,719.44,5047.1
608.27,2454.4,747.34,5148.7,649.2,5165.5,519.16,9905.4,608.91,4945.4,718.79,5100
607.13,2482.9,746.41,5203.1,648.51,5184.2,518.92,9912,608.52,5004.1,718.14,5153.3
605.99,2511.8,745.49,5257.9,647.81,5202.9,518.67,9919,608.12,5063.6,717.49,5207.1
604.86,2541,744.56,5313.2,647.1,5221.8,518.42,9926.5,607.73,5123.7,716.84,5261.3
603.72,2570.5,743.62,5368.9,646.38,5240.7,518.17,9934.4,607.34,5184.6,716.19,5316
602.58,2600.3,742.69,5425,645.66,5259.7,517.91,9942.8,606.95,5246.3,715.53,5371.2
601.44,2630.5,741.74,5481.7,644.93,5278.8,517.66,9951.6,606.55,5308.7,714.88,5426.9
600.3,2661,740.8,5538.8,644.19,5298,517.39,9961,606.16,5371.9,714.22,5483
599.16,2691.8,739.85,5596.3,643.45,5317.3,517.13,9970.7,605.77,5435.8,713.56,5539.7
598.02,2723,738.9,5654.3,642.7,5336.8,516.86,9981,605.38,5500.6,712.9,5596.8
596.88,2754.5,737.94,5712.8,641.94,5356.3,516.59,9991.7,604.98,5566.1,712.24,5654.4
595.74,2786.3,736.98,5771.8,641.17,5375.9,516.31,10003,604.59,5632.4,711.57,5712.5
594.6,2818.5,736.02,5831.2,640.39,5395.6,516.03,10015,604.2,5699.6,710.91,5771.1
593.46,2851,735.05,5891.1,639.61,5415.5,515.75,10027,603.81,5767.6,710.24,5830.2
592.32,2883.9,734.08,5951.5,638.82,5435.4,515.47,10039,603.42,5836.4,709.57,5889.7
591.17,2917.2,733.1,6012.4,638.02,5455.5,515.18,10052,603.03,5906,708.89,5949.8
590.03,2950.8,732.12,6073.8,637.22,5475.7,514.88,10066,602.64,5976.5,708.22,6010.5
588.88,2984.7,731.14,6135.6,636.4,5496,514.59,10080,602.25,6047.9,707.54,6071.6
587.74,3019.1,730.15,6198,635.58,5516.4,514.29,10094,601.86,6120.2,706.87,6133.2
586.59,3053.8,729.16,6260.9,634.75,5536.9,513.98,10109,601.47,6193.3,706.19,6195.4
585.45,3088.8,728.16,6324.2,633.91,5557.6,513.68,10124,601.08,6267.4,705.51,6258.1
584.3,3124.3,727.16,6388.1,633.06,5578.4,513.37,10140,600.69,6342.3,704.82,6321.3
583.16,3160.1,726.15,6452.5,632.21,5599.5,513.05,10156,600.3,6418.2,704.14,6385
582.01,3196.4,725.15,6517.4,631.35,5621.9,512.74,10173,599.91,6495,703.45,6449.3
580.86,3233,724.13,6582.8,630.48,5645.8,512.41,10190,599.52,6572.8,702.76,6514.2
579.71,3270,723.11,6648.8,629.6,5671.1,512.09,10208,599.13,6651.5,702.07,6579.5
578.56,3307.4,722.09,6715.2,628.71,5697.9,511.76,10226,598.74,6731.2,701.37,6645.5
577.41,3345.2,721.07,6782.2,627.82,5726.2,511.43,10245,598.35,6811.9,700.68,6712
576.26,3383.4,720.03,6849.7,626.92,5755.8,511.09,10264,597.96,6893.6,699.98,6779
575.11,3422,719,6917.8,626.01,5786.9,510.75,10283,597.58,6976.3,699.28,6846.6
573.96,3461,717.96,6986.4,625.09,5819.5,510.41,10303,597.19,7060,698.58,6914.8
572.81,3500.5,716.92,7055.6,624.17,5853.4,510.06,10324,596.8,7144.8,697.88,6983.5
571.65,3540.4,715.87,7125.3,623.24,5888.8,509.71,10345,596.41,7230.6,697.17,7052.7
570.5,3580.9,714.81,7195.5,622.31,5925.5,509.35,10368,596.03,7317.5,696.46,7122.1
569.35,3622,713.76,7266.3,621.36,5963.7,508.99,10393,595.64,7405.4,695.75,7191.9
568.19,3663.6,712.69,7337.6,620.42,6003.2,508.63,10419,595.25,7494.4,695.04,7262
567.04,3705.9,711.63,7409.6,619.46,6044.2,508.26,10447,594.87,7584.6,694.33,7332.5
565.88,3748.7,710.55,7482,618.5,6086.6,507.89,10477,594.48,7675.8,693.61,7403.2
564.73,3792.2,709.48,7555.1,617.53,6130.5,507.52,10507,594.1,7768.2,692.89,7474.2
563.57,3836.2,708.4,7628.7,616.56,6175.7,507.14,10540,593.71,7861.7,692.17,7545.6
562.42,3880.9,707.31,7702.9,615.58,6222.4,506.76,10574,593.33,7956.4,691.45,7617.2
561.26,3926.2,706.22,7777.7,614.6,6270.6,506.37,10609,592.94,8052.3,690.72,7689.2
560.11,3972.2,705.12,7853.1,613.61,6320.2,505.98,10645,592.56,8149.4,689.99,7761.4
558.95,4018.8,704.02,7929.3,612.62,6371.2,505.59,10683,592.17,8247.7,689.26,7834
557.79,4066.1,702.92,8006.7,611.62,6423.8,505.19,10723,591.79,8347.2,688.52,7906.9
556.64,4114.1,701.81,8085.6,610.62,6477.9,504.79,10764,591.4,8447.9,687.79,7980
555.48,4162.8,700.7,8166,609.61,6533.5,504.39,10806,591.02,8549.9,687.05,8053.5
554.32,4212.2,699.58,8247.8,608.6,6590.6,503.98,10849,590.64,8653.1,686.31,8127.3
553.17,4262.2,698.45,8331,607.58,6649.3,503.57,10894,590.25,8757.7,685.56,8201.4
552.01,4313,697.32,8415.7,606.56,6709.5,503.15,10940,589.87,8863.5,684.81,8275.7
550.86,4364.6,696.19,8502,605.54,6771.4,502.73,10987,589.49,8970.7,684.06,8350.4
549.7,4416.9,695.06,8589.8,604.51,6834.8,502.31,11036,589.1,9079.2,683.31,8425.4
548.55,4470,693.92,8679.1,603.48,6899.9,501.88,11086,588.72,9189.1,682.55,8500.7
547.39,4523.8,692.77,8770,602.44,6966.7,501.45,11138,588.34,9300.3,681.8,8576.2
546.23,4578.4,691.62,8862.5,601.4,7035.2,501.02,11190,587.96,9412.8,681.03,8652.1
545.08,4633.8,690.47,8956.7,600.36,7105.4,500.58,11244,587.58,9525.4,680.27,8728.3
543.93,4690.1,689.32,9052.4,599.31,7177.3,500.14,11299,587.2,9637.7,679.5,8804.7
542.77,4747.1,688.16,9149.9,598.26,7251,499.7,11356,586.81,9749.5,678.73,8881.5
541.62,4805,686.99,9249,597.21,7326.6,499.25,11413,586.43,9860.8,677.95,8958.5
540.47,4863.8,685.82,9349.9,596.16,7403.9,498.8,11472,586.05,9971.5,677.18,9035.9
539.31,4923.4,684.65,9452.6,595.1,7483.2,498.34,11532,585.67,10082,676.4,9113.5
538.16,4984,683.48,9557,594.04,7564.4,497.89,11594,585.29,10191,675.61,9191.5
537.01,5045.4,682.3,9663.2,592.98,7647.5,497.43,11657,584.91,10300,674.82,9269.7
535.86,5107.7,681.12,9771.3,591.92,7732.7,496.96,11721,584.53,10408,674.03,9348.4
534.71,5171,679.94,9881.2,590.85,7819.8,496.49,11786,584.14,10516,673.24,9427.8
533.56,5235.2,678.75,9992.9,589.79,7909.1,496.02,11852,583.76,10622,672.44,9508.1
532.41,5300.4,677.56,10106,588.72,8000.5,495.55,11920,583.38,10728,671.64,9589.2
531.27,5366.6,676.37,10219,587.65,8094,495.07,11989,582.99,10833,670.84,9671.2
530.12,5433.7,675.17,10334,586.58,8189.8,494.58,12059,582.61,10937,670.03,9754.1
528.97,5501.9,673.97,10449,585.51,8287.9,494.1,12131,582.22,11040,669.22,9837.9
527.83,5571.1,672.77,10565,584.43,8388.2,493.61,12203,581.83,11142,668.4,9922.5
526.69,5641.4,671.56,10682,583.36,8491,493.12,12278,581.45,11243,667.59,10008
525.54,5712.8,670.35,10800,582.28,8596.2,492.62,12353,581.06,11343,666.77,10095
524.4,5785.2,669.14,10919,581.21,8703.9,492.12,12429,580.67,11442,665.94,10182
523.26,5858.8,667.92,11039,580.13,8814.1,491.62,12507,580.28,11540,665.12,10270
522.12,5933.4,666.7,11159,579.06,8926.5,491.12,12586,579.89,11636,664.29,10359
520.98,6009.3,665.48,11281,577.98,9039.9,490.61,12667,579.49,11732,663.45,10450
519.85,6086.3,664.25,11403,576.9,9154.3,490.1,12748,579.1,11826,662.62,10541
518.71,6164.5,663.02,11527,575.83,9269.6,489.58,12831,578.7,11919,661.78,10633
517.58,6243.9,661.79,11651,574.75,9385.8,489.06,12916,578.31,12011,660.93,10726
516.44,6324.6,660.55,11776,573.67,9502.9,488.54,13001,577.91,12101,660.09,10820
515.31,6406.5,659.31,11902,572.59,9620.9,488.02,13088,577.51,12190,659.24,10915
514.18,6489.7,658.06,12029,571.51,9739.8,487.49,13176,577.11,12278,658.38,11011
513.05,6574.2,656.81,12157,570.43,9859.6,486.96,13266,576.7,12365,657.53,11108
511.92,6660,655.55,12286,569.35,9980.4,486.43,13356,576.3,12450,656.67,11206
510.8,6747.2,654.3,12416,568.27,10102,485.89,13449,575.89,12534,655.8,11305
509.67,6835.8,653.03,12547,567.19,10225,485.35,13542,575.48,12617,654.94,11405
508.55,6925.8,651.77,12678,566.1,10348,484.8,13637,575.07,12698,654.07,11506
507.43,7017.2,650.5,12811,565.02,10472,484.26,13733,574.66,12778,653.2,11609
506.31,7109.9,649.22,12944,563.93,10597,483.71,13831,574.24,12856,652.32,11712
505.19,7204,647.94,13079,562.84,10724,483.15,13932,573.83,12933,651.44,11816
504.08,7299.4,646.66,13214,561.76,10850,482.6,14034,573.41,13009,650.56,11922
502.96,7396.2,645.37,13351,560.67,10978,482.04,14138,572.98,13084,649.67,12028
501.85,7494.3,644.08,13488,559.58,11107,481.48,14245,572.56,13157,648.79,12136
500.74,7593.9,642.79,13626,558.48,11237,480.91,14353,572.13,13228,647.89,12245
499.63,7695,641.48,13765,557.39,11367,480.35,14464,571.7,13299,647,12354
498.52,7797.5,640.18,13905,556.3,11498,479.78,14577,571.27,13368,646.1,12465
497.42,7901.5,638.87,14046,555.2,11630,479.2,14691,570.84,13435,645.2,12578
496.32,8007,637.56,14188,554.1,11763,478.63,14808,570.4,13502,644.3,12691
495.21,8114,636.24,14331,553,11897,478.05,14928,569.96,13567,643.39,12805
494.11,8222.6,634.91,14474,551.9,12032,477.47,15049,569.52,13630,642.48,12921
493.02,8332.8,633.58,14617,550.8,12167,476.89,15172,569.07,13692,641.57,13038
491.92,8444.6,632.25,14759,549.69,12304,476.3,15298,568.62,13753,640.65,13156
490.82,8558.1,630.91,14901,548.58,12441,475.71,15426,568.17,13813,639.73,13275
489.73,8673.2,629.57,15042,547.48,12579,475.12,15556,567.71,13872,638.81,13396
488.64,8790,628.22,15183,546.36,12718,474.53,15689,567.26,13929,637.88,13518
487.55,8908.5,626.86,15323,545.25,12857,473.93,15824,566.79,13985,636.95,13641
486.47,9028.8,625.5,15462,544.14,12998,473.33,15961,566.33,14039,636.02,13765
485.38,9150.8,624.13,15601,543.02,13139,472.73,16101,565.86,14093,635.09,13890
484.3,9274.7,622.76,15740,541.9,13281,472.13,16243,565.39,14145,634.15,14017
483.22,9400.4,621.38,15877,540.78,13424,471.53,16387,564.91,14196,633.21,14145
482.14,9528,619.99,16014,539.65,13568,470.92,16534,564.43,14246,632.26,14275
481.06,9657.5,618.6,16151,538.53,13714,470.31,16684,563.95,14295,631.31,14405
479.99,9788.9,617.2,16286,537.4,13863,469.7,16836,563.46,14343,630.36,14537
478.92,9922.2,615.79,16421,536.27,14015,469.09,16990,562.97,14389,629.41,14671
477.85,10058,614.37,16555,535.14,14170,468.47,17148,562.48,14435,628.45,14806
476.78,10195,612.95,16689,534,14329,467.85,17307,561.98,14479,627.49,14942
475.71,10334,611.52,16821,532.87,14490,467.23,17470,561.48,14523,626.53,15079
474.65,10476,610.08,16953,531.73,14655,466.61,17635,560.97,14565,625.57,15218
473.59,10620,608.64,17084,530.59,14823,465.99,17803,560.46,14607,624.6,15359
472.53,10766,607.18,17215,529.45,14995,465.36,17974,559.94,14649,623.63,15500
471.47,10914,605.72,17344,528.31,15170,464.74,18147,559.42,14692,622.65,15644
470.41,11064,604.25,17473,527.17,15348,464.11,18324,558.9,14737,621.67,15788
469.36,11217,602.77,17601,526.02,15530,463.48,18503,558.37,14783,620.69,15934
468.31,11372,601.28,17728,524.88,15716,462.85,18685,557.84,14830,619.71,16082
467.26,11529,599.78,17854,523.74,15905,462.21,18871,557.3,14879,618.72,16231
466.21,11689,598.27,17980,522.59,16098,461.58,19059,556.76,14929,617.73,16382
465.17,11851,596.76,18106,521.44,16296,460.94,19250,556.22,14980,616.74,16535
464.13,12015,595.23,18234,520.3,16497,460.3,19445,555.67,15033,615.75,16692
463.09,12183,593.7,18362,519.15,16702,459.66,19642,555.12,15087,614.75,16854
462.05,12352,592.16,18493,518.01,16911,459.02,19843,554.56,15142,613.75,17020
461.02,12525,590.6,18624,516.86,17125,458.38,20047,554,15199,612.75,17191
459.98,12700,589.04,18757,515.71,17343,457.73,20255,553.44,15257,611.74,17367
458.95,12877,587.47,18891,514.57,17566,457.09,20466,552.87,15316,610.74,17547
457.92,13058,585.89,19026,513.42,17793,456.44,20680,552.3,15377,609.73,17732
456.9,13241,584.3,19163,512.27,18025,455.79,20898,551.72,15438,608.72,17922
455.88,13427,582.7,19301,511.13,18261,455.14,21119,551.14,15501,607.71,18117
454.86,13616,581.1,19440,509.98,18503,454.49,21344,550.56,15565,606.69,18317
453.84,13809,579.48,19581,508.84,18749,453.84,21573,549.97,15631,605.68,18522
452.82,14004,577.86,19722,507.7,19001,453.19,21805,549.38,15698,604.67,18733
451.81,14202,576.22,19865,506.56,19258,452.53,22041,548.78,15766,603.65,18949
450.8,14403,574.58,20010,505.42,19521,451.88,22281,548.18,15835,602.64,19171
449.79,14607,572.93,20155,504.28,19789,451.22,22525,547.57,15905,601.62,19399
448.78,14815,571.26,20302,503.14,20063,450.56,22773,546.97,15977,600.61,19632
447.78,15026,569.59,20451,502,20342,449.91,23025,546.36,16050,599.59,19872
446.78,15240,567.91,20600,500.87,20628,449.25,23281,545.74,16124,598.57,20118
445.78,15458,566.23,20751,499.73,20920,448.59,23541,545.12,16199,597.56,20370
444.79,15679,564.53,20903,498.6,21219,447.93,23805,544.5,16276,596.54,20629
443.79,15904,562.82,21057,497.47,21524,447.27,24074,543.87,16353,595.53,20895
442.8,16132,561.11,21215,496.35,21835,446.61,24347,543.24,16432,594.52,21167
441.82,16364,559.38,21379,495.22,22154,445.94,24625,542.61,16513,593.5,21447
440.83,16600,557.65,21548,494.1,22480,445.28,24907,541.97,16594,592.49,21734
439.85,16840,555.91,21723,492.98,22813,444.62,25194,541.32,16677,591.48,22029
438.87,17083,554.17,21904,491.86,23153,443.95,25485,540.68,16761,590.47,22331
437.89,17331,552.42,22090,490.75,23502,443.29,25782,540.03,16846,589.47,22642
436.92,17582,550.66,22282,489.63,23858,442.62,26083,539.38,16932,588.46,22961
435.95,17838,548.89,22481,488.52,24222,441.96,26390,538.72,17020,587.46,23288
434.98,18097,547.12,22685,487.42,24595,441.29,26701,538.06,17109,586.46,23623
434.01,18361,545.34,22895,486.31,24976,440.62,27017,537.4,17199,585.46,23963
433.05,18628,543.56,23111,485.22,25367,439.96,27339,536.73,17290,584.46,24308
432.09,18899,541.77,23334,484.12,25766,439.29,27665,536.06,17382,583.47,24658
431.13,19174,539.98,23563,483.03,26175,438.62,27997,535.38,17476,582.48,25013
430.17,19453,538.18,23798,481.94,26593,437.96,28335,534.7,17571,581.49,25373
429.22,19736,536.38,24041,480.85,27021,437.29,28677,534.02,17668,580.5,25739
428.27,20023,534.58,24290,479.77,27458,436.62,29026,533.34,17765,579.51,26110
427.33,20314,532.77,24546,478.69,27904,435.95,29380,532.65,17865,578.53,26486
426.38,20610,530.96,24809,477.62,28359,435.28,29740,531.95,17966,577.55,26868
425.44,20910,529.15,25079,476.55,28823,434.61,30105,531.26,18070,576.57,27256
424.5,21214,527.34,25355,475.48,29297,433.95,30477,530.56,18176,575.59,27649
423.56,21523,525.52,25638,474.42,29781,433.28,30855,529.86,18284,574.62,28048
422.63,21836,523.7,25926,473.36,30275,432.61,31239,529.15,18395,573.64,28453
421.7,22153,521.88,26220,472.31,30779,431.94,31629,528.44,18508,572.67,28863
420.77,22475,520.06,26521,471.26,31294,431.27,32026,527.73,18622,571.7,29280
419.84,22802,518.24,26828,470.21,31820,430.61,32429,527.01,18740,570.74,29703
418.92,23134,516.42,27142,469.17,32357,429.94,32839,526.3,18859,569.77,30132
418,23470,514.59,27462,468.13,32906,429.27,33256,525.57,18981,568.81,30567
417.08,23811,512.77,27790,467.1,33467,428.6,33680,524.85,19105,567.85,31009
416.16,24157,510.95,28124,466.07,34040,427.94,34111,524.12,19231,566.89,31457
415.25,24508,509.12,28466,465.05,34625,427.27,34549,523.39,19360,565.93,31912
414.34,24864,507.3,28815,464.03,35224,426.6,34995,522.66,19491,564.98,32374
413.43,25226,505.48,29172,463.02,35836,425.94,35448,521.92,19624,564.03,32842
412.53,25592,503.65,29536,462.01,36461,425.27,35909,521.18,19760,563.08,33317
411.62,25964,501.83,29909,461.01,37100,424.61,36378,520.44,19898,562.13,33798
410.72,26341,500.01,30290,460.01,37751,423.94,36854,519.7,20038,561.18,34283
409.82,26724,498.2,30679,459.01,38411,423.28,37339,518.95,20181,560.24,34773
408.93,27112,496.38,31076,458.02,39079,422.61,37832,518.2,20327,559.3,35266
408.03,27506,494.56,31483,457.04,39756,421.95,38334,517.45,20475,558.36,35764
407.14,27905,492.75,31899,456.06,40441,421.29,38845,516.7,20625,557.42,36265
406.26,28310,490.94,32323,455.08,41135,420.63,39364,515.94,20778,556.48,36770
405.37,28721,489.13,32758,454.11,41837,419.97,39892,515.19,20934,555.55,37279
404.49,29138,487.33,33202,453.14,42548,419.31,40429,514.42,21092,554.61,37792
403.61,29560,485.53,33657,452.17,43267,418.65,40976,513.66,21253,553.68,38309
402.73,29989,483.73,34122,451.21,43995,417.99,41533,512.9,21417,552.75,38830
401.85,30424,481.93,34598,450.25,44731,417.33,42099,512.13,21583,551.82,39354
400.98,30866,480.14,35084,449.3,45475,416.67,42675,511.36,21752,550.89,39881
400.1,31313,478.35,35582,448.35,46228,416.02,43262,510.59,21924,549.96,40412
399.24,31767,476.57,36092,447.4,46988,415.36,43859,509.82,22098,549.03,40947
398.37,32228,474.79,36614,446.46,47757,414.71,44466,509.04,22276,548.1,41484
397.5,32695,473.02,37148,445.52,48534,414.06,45085,508.26,22456,547.18,42026
396.64,33169,471.25,37695,444.58,49319,413.4,45715,507.49,22639,546.25,42570
395.78,33649,469.49,38255,443.65,50111,412.75,46356,506.71,22824,545.33,43117
