9.3695,0.025502,237.37,4.3528e-06
10.721,0.019477,178.5,5.1153e-05
12.143,0.015184,147.39,7.2267e-05
13.633,0.012046,128.38,0.00012363
15.193,0.0096993,134.43,0.00018767
16.822,0.0079116,130.53,0.0002649
18.52,0.0065271,87.367,0.00035595
20.288,0.0054392,49.038,0.000872
22.125,0.0045734,30.167,0.0034921
24.032,0.0038766,32.351,0.0057129
26.007,0.00331,30.167,0.008693
28.052,0.002845,26.411,0.017438
30.167,0.0024601,20.288,0.030828
30.598,0.0023913,22.125,0.050131
31.032,0.0023249,NaN,NaN
31.469,0.0022608,NaN,NaN
31.908,0.0021989,NaN,NaN
32.351,0.0021392,NaN,NaN
32.796,0.0020815,NaN,NaN
33.243,0.0020258,NaN,NaN
33.694,0.001972,NaN,NaN
34.147,0.00192,NaN,NaN
34.604,0.0018697,NaN,NaN
35.063,0.0018211,NaN,NaN
35.524,0.0017741,NaN,NaN
35.989,0.0017286,NaN,NaN
36.456,0.0016845,NaN,NaN
36.926,0.0016419,NaN,NaN
37.399,0.0016007,NaN,NaN
37.874,0.0015607,NaN,NaN
38.353,0.001522,NaN,NaN
38.834,0.0014846,NaN,NaN
39.318,0.0014482,NaN,NaN
39.804,0.001413,NaN,NaN
40.294,0.0013789,NaN,NaN
40.786,0.0013458,NaN,NaN
41.281,0.0013138,NaN,NaN
41.779,0.0012826,NaN,NaN
42.279,0.0012525,NaN,NaN
42.782,0.0012232,NaN,NaN
43.289,0.0011947,NaN,NaN
43.797,0.0011671,NaN,NaN
44.309,0.0011403,NaN,NaN
44.823,0.0011143,NaN,NaN
45.341,0.001089,NaN,NaN
45.86,0.0010645,NaN,NaN
46.383,0.0010406,NaN,NaN
46.909,0.0010174,NaN,NaN
47.437,0.00099491,NaN,NaN
47.968,0.000973,NaN,NaN
48.502,0.0009517,NaN,NaN
49.038,0.00093099,NaN,NaN
49.578,0.00091085,NaN,NaN
50.12,0.00089125,NaN,NaN
50.665,0.00087218,NaN,NaN
51.212,0.00085363,NaN,NaN
51.763,0.00083557,NaN,NaN
52.316,0.00081799,NaN,NaN
52.872,0.00080088,NaN,NaN
53.431,0.00078421,NaN,NaN
53.992,0.00076799,NaN,NaN
54.557,0.00075218,NaN,NaN
55.124,0.00073679,NaN,NaN
55.693,0.00072179,NaN,NaN
56.266,0.00070717,NaN,NaN
56.841,0.00069293,NaN,NaN
57.42,0.00067904,NaN,NaN
58.001,0.00066551,NaN,NaN
58.584,0.00065231,NaN,NaN
59.171,0.00063944,NaN,NaN
59.76,0.0006269,NaN,NaN
60.352,0.00061466,NaN,NaN
60.947,0.00060272,NaN,NaN
61.544,0.00059107,NaN,NaN
62.145,0.00057971,NaN,NaN
62.748,0.00056862,NaN,NaN
63.354,0.00055779,NaN,NaN
63.962,0.00054723,NaN,NaN
64.574,0.00053691,NaN,NaN
65.188,0.00052684,NaN,NaN
65.805,0.00051701,NaN,NaN
66.425,0.00050741,NaN,NaN
67.047,0.00049803,NaN,NaN
67.673,0.00048887,NaN,NaN
68.301,0.00047992,NaN,NaN
68.932,0.00047117,NaN,NaN
69.565,0.00046263,NaN,NaN
70.202,0.00045428,NaN,NaN
70.841,0.00044612,NaN,NaN
71.483,0.00043814,NaN,NaN
72.127,0.00043034,NaN,NaN
