8.2255,0.033089,19.588,0.0034921
9.4123,0.025271,63.605,0.00035595
10.66,0.019702,45.443,0.000872
11.968,0.015629,71.2,0.00018767
13.338,0.012585,21.268,0.0057129
14.768,0.010265,128.19,4.3528e-06
16.259,0.0084689,93.352,3.3076e-05
17.811,0.0070573,88.29,0.00012363
19.424,0.005934,103.89,7.2244e-05
21.097,0.0050299,NaN,NaN
22.832,0.0042947,NaN,NaN
24.627,0.0036913,NaN,NaN
26.484,0.003192,NaN,NaN
26.862,0.0031027,NaN,NaN
27.243,0.0030165,NaN,NaN
27.626,0.0029334,NaN,NaN
28.012,0.0028531,NaN,NaN
28.401,0.0027756,NaN,NaN
28.791,0.0027008,NaN,NaN
29.184,0.0026285,NaN,NaN
29.58,0.0025587,NaN,NaN
29.978,0.0024912,NaN,NaN
30.379,0.002426,NaN,NaN
30.781,0.0023629,NaN,NaN
31.187,0.0023018,NaN,NaN
31.595,0.0022428,NaN,NaN
32.005,0.0021857,NaN,NaN
32.417,0.0021304,NaN,NaN
32.832,0.0020769,NaN,NaN
33.25,0.002025,NaN,NaN
33.67,0.0019748,NaN,NaN
34.092,0.0019262,NaN,NaN
34.517,0.0018791,NaN,NaN
34.944,0.0018334,NaN,NaN
35.374,0.0017892,NaN,NaN
35.806,0.0017462,NaN,NaN
36.241,0.0017046,NaN,NaN
36.678,0.0016642,NaN,NaN
37.117,0.0016251,NaN,NaN
37.559,0.0015871,NaN,NaN
38.003,0.0015502,NaN,NaN
38.45,0.0015144,NaN,NaN
38.899,0.0014796,NaN,NaN
39.351,0.0014458,NaN,NaN
39.805,0.001413,NaN,NaN
40.261,0.0013812,NaN,NaN
40.72,0.0013502,NaN,NaN
41.181,0.0013201,NaN,NaN
41.645,0.0012909,NaN,NaN
42.111,0.0012625,NaN,NaN
42.58,0.0012348,NaN,NaN
43.051,0.001208,NaN,NaN
43.524,0.0011818,NaN,NaN
44,0.0011564,NaN,NaN
44.479,0.0011317,NaN,NaN
44.959,0.0011076,NaN,NaN
45.443,0.0010842,NaN,NaN
45.928,0.0010613,NaN,NaN
46.416,0.0010391,NaN,NaN
46.907,0.0010175,NaN,NaN
47.4,0.00099646,NaN,NaN
47.895,0.00097596,NaN,NaN
48.393,0.00095598,NaN,NaN
48.893,0.00093652,NaN,NaN
49.396,0.00091755,NaN,NaN
49.901,0.00089907,NaN,NaN
50.409,0.00088106,NaN,NaN
50.919,0.0008635,NaN,NaN
51.431,0.00084637,NaN,NaN
51.946,0.00082968,NaN,NaN
52.463,0.0008134,NaN,NaN
52.983,0.00079752,NaN,NaN
53.505,0.00078203,NaN,NaN
54.03,0.00076691,NaN,NaN
54.557,0.00075217,NaN,NaN
55.087,0.00073778,NaN,NaN
55.618,0.00072373,NaN,NaN
56.153,0.00071003,NaN,NaN
56.69,0.00069664,NaN,NaN
57.229,0.00068358,NaN,NaN
57.77,0.00067082,NaN,NaN
58.315,0.00065836,NaN,NaN
58.861,0.00064619,NaN,NaN
59.41,0.0006343,NaN,NaN
59.961,0.00062269,NaN,NaN
60.515,0.00061135,NaN,NaN
61.071,0.00060026,NaN,NaN
61.63,0.00058943,NaN,NaN
62.191,0.00057884,NaN,NaN
62.755,0.00056849,NaN,NaN
63.321,0.00055837,NaN,NaN
63.889,0.00054848,NaN,NaN
64.46,0.00053881,NaN,NaN
65.033,0.00052935,NaN,NaN
65.609,0.0005201,NaN,NaN
66.187,0.00051105,NaN,NaN
66.768,0.0005022,NaN,NaN
67.351,0.00049355,NaN,NaN
67.936,0.00048508,NaN,NaN
68.524,0.00047679,NaN,NaN
69.115,0.00046868,NaN,NaN
69.708,0.00046074,NaN,NaN
70.303,0.00045297,NaN,NaN
70.9,0.00044537,NaN,NaN
71.5,0.00043792,NaN,NaN
