19,3.104e+05
20,2.3562e+05
21,1.8221e+05
22,1.4307e+05
23,1.1374e+05
24,91350
25,73968
26,60279
27,49358
28,40545
29,33359
30,27444
31,22534
31.2,21654
31.4,20804
31.6,19983
31.8,19191
32,18426
32.2,17686
32.4,16971
32.6,16279
32.8,15610
33,14963
33.2,14337
33.4,13731
33.6,13144
33.8,12576
34,12026
34.2,11493
34.4,10976
34.6,10475
34.8,9989.3
35,9518.3
35.2,9061.5
35.4,8618.2
35.6,8188.1
35.8,7770.6
36,7365.3
36.2,6971.8
36.4,6589.6
36.6,6218.2
36.8,5857.5
37,5506.8
37.2,5166.1
37.4,4834.7
37.6,4512.6
37.8,4199.2
38,3894.4
38.2,3597.9
38.4,3309.3
38.6,3028.5
38.8,2755.1
39,2488.9
39.2,2229.7
39.4,1977.2
39.6,1731.3
39.8,1491.7
40,1258.2
40.2,1030.6
40.4,808.8
40.6,592.54
40.8,381.67
41,176.03
41.2,-24.558
41.4,-220.24
41.6,-411.16
41.8,-597.46
42,-779.29
42.2,-956.78
42.4,-1130.1
42.6,-1299.2
42.8,-1464.5
43,-1625.8
43.2,-1783.5
43.4,-1937.5
43.6,-2087.9
43.8,-2235
44,-2378.7
44.2,-2519.2
44.4,-2656.5
44.6,-2790.8
44.8,-2922.1
45,-3050.5
45.2,-3176.1
45.4,-3298.9
45.6,-3419.2
45.8,-3536.8
46,-3651.9
46.2,-3764.6
46.4,-3874.8
46.6,-3982.8
46.8,-4088.5
47,-4192
47.2,-4293.4
47.4,-4392.6
47.6,-4489.9
47.8,-4585.1
48,-4678.5
48.2,-4769.9
48.4,-4859.5
48.6,-4947.4
48.8,-5033.5
49,-5117.9
49.2,-5200.6
49.4,-5281.7
49.6,-5361.3
49.8,-5439.3
50,-5515.8
50.2,-5590.9
50.4,-5664.5
50.6,-5736.7
50.8,-5807.6
51,-5877.2
51.2,-5945.4
51.4,-6012.4
51.6,-6078.2
51.8,-6142.8
52,-6206.1
52.2,-6268.4
52.4,-6329.5
52.6,-6389.5
52.8,-6448.4
53,-6506.3
53.2,-6563.2
53.4,-6619.1
53.6,-6674
53.8,-6727.9
54,-6780.9
54.2,-6833
54.4,-6884.2
54.6,-6934.5
54.8,-6984
55,-7032.6
55.2,-7080.4
55.4,-7127.4
55.6,-7173.6
55.8,-7219.1
56,-7263.8
56.2,-7307.8
56.4,-7351
56.6,-7393.6
56.8,-7435.4
57,-7476.6
57.2,-7517.2
57.4,-7557
57.6,-7596.3
57.8,-7634.9
58,-7672.9
58.2,-7710.4
58.4,-7747.2
58.6,-7783.5
58.8,-7819.2
59,-7854.4
59.2,-7889
59.4,-7923.1
59.6,-7956.7
59.8,-7989.8
60,-8022.4
60.2,-8054.5
60.4,-8086.1
60.6,-8117.2
60.8,-8147.9
61,-8178.2
61.2,-8208
61.4,-8237.4
61.6,-8266.3
61.8,-8294.8
62,-8323
62.2,-8350.7
62.4,-8378
62.6,-8405
62.8,-8431.5
63,-8457.7
63.2,-8483.5
63.4,-8509
63.6,-8534.1
63.8,-8558.9
64,-8583.3
64.2,-8607.5
64.4,-8631.2
64.6,-8654.7
64.8,-8677.8
65,-8700.7
65.2,-8723.2
65.4,-8745.4
65.6,-8767.3
65.8,-8789
66,-8810.4
66.2,-8831.4
66.4,-8852.3
66.6,-8872.8
66.8,-8893.1
67,-8913.1
67.2,-8932.9
67.4,-8952.4
67.6,-8971.7
67.8,-8990.7
68,-9009.5
68.2,-9028
68.4,-9046.4
68.6,-9064.5
68.8,-9082.3
69,-9100
69.2,-9117.4
69.4,-9134.7
69.6,-9151.7
69.8,-9168.5
70,-9185.1
70.2,-9201.5
70.4,-9217.8
70.6,-9233.8
70.8,-9249.6
71,-9265.3
71.2,-9280.8
71.4,-9296.1
71.6,-9311.2
71.8,-9326.1
72,-9340.9
72.2,-9355.5
72.4,-9370
72.6,-9384.2
72.8,-9398.3
73,-9412.3
73.2,-9426.1
73.4,-9439.7
73.6,-9453.2
73.8,-9466.6
74,-9479.8
74.2,-9492.8
74.4,-9505.7
74.6,-9518.5
74.8,-9531.1
75,-9543.6
75.2,-9556
75.4,-9568.2
75.6,-9580.3
75.8,-9592.3
76,-9604.1
76.2,-9615.9
76.4,-9627.5
76.6,-9638.9
76.8,-9650.3
77,-9661.5
77.2,-9672.7
77.4,-9683.7
77.6,-9694.6
77.8,-9705.4
78,-9716
78.2,-9726.6
78.4,-9737.1
78.6,-9747.4
78.8,-9757.7
79,-9767.8
79.2,-9777.9
79.4,-9787.8
79.6,-9797.7
79.8,-9807.5
80,-9817.1
80.2,-9826.7
80.4,-9836.2
80.6,-9845.6
80.8,-9854.9
81,-9864.1
81.2,-9873.2
81.4,-9882.2
81.6,-9891.2
81.8,-9900.1
82,-9908.8
82.2,-9917.5
82.4,-9926.2
82.6,-9934.7
82.8,-9943.2
83,-9951.6
83.2,-9959.9
83.4,-9968.1
83.6,-9976.3
83.8,-9984.4
84,-9992.4
84.2,-10000
84.4,-10008
84.6,-10016
84.8,-10024
85,-10031
85.2,-10039
85.4,-10047
85.6,-10054
85.8,-10061
86,-10069
86.2,-10076
86.4,-10083
86.6,-10090
86.8,-10097
87,-10104
87.2,-10111
87.4,-10118
87.6,-10125
87.8,-10132
88,-10139
88.2,-10145
88.4,-10152
88.6,-10159
88.8,-10165
89,-10172
89.2,-10178
89.4,-10184
89.6,-10191
89.8,-10197
90,-10203
